cord_uid_a,cord_uid_b,similarity,title_a,title_b
pbh2dvbg,fxrsgieg,0.028794998,The consequences of COVID-19 for gastroenterology nursing.,COVID-19: Was Rheumapatienten jetzt wissen sollten
s6unh19n,e69c9wyw,0.028804962,Clinical and laboratory findings of COVID-19,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
aozg9xnc,fxrsgieg,0.028806288,Immunization and health workers: overview.,COVID-19: Was Rheumapatienten jetzt wissen sollten
6mc4zg7g,1ygu24fy,0.028811557,Viele Sonderregelungen gelten weiter,Lessons from covid-19: visiting patients at home and assessing comorbidities.
ypyim9cm,lvi4n41u,0.028812893,Virtual Leadership in Small Businesses during the COVID-19 Pandemic: Challenges and Possibilities,Pflegen kann jede*r!
k0ynlmku,fxrsgieg,0.02881885,Pressures and influences on school leaders navigating policy development during the COVID‐19 pandemic,COVID-19: Was Rheumapatienten jetzt wissen sollten
02jg9k1w,fxrsgieg,0.028825024,Community diagnostic centres: bringing diagnostics closer to home,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,aj4ci6pu,0.028833829,Pflegen kann jede*r!,Biosafety Guidelines for COVID-19 Specimens in Biobanks.
4wcf4z93,4u24wfo1,0.028836498,Acknowledgement to Referees: Acknowledgement to Referees,Wie kann die weltweite Impfstoffproduktion gesteigert werden?
72jg8nhi,lvi4n41u,0.02883654,Assessing Risks Awareness in Operating Rooms among Post-Graduate Students: A Pilot Study,Pflegen kann jede*r!
hb5krhvs,fxrsgieg,0.028846875,COVID-19 and ophthalmology: An environmental work hazard,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,6ebnjtoi,0.028847076,Pflegen kann jede*r!,COVID-19: opportunities for public health ethics?
pemxfsgi,fxrsgieg,0.0288596,Airborne transmission of disease in hospitals.,COVID-19: Was Rheumapatienten jetzt wissen sollten
p19e9uom,e69c9wyw,0.028859612,Searching the Tritryp Genomes for Drug Targets,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
z08v4eew,e69c9wyw,0.028859695,Key factors driving customers’ restaurant dining behavior during the COVID-19 pandemic,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,6nr1ux6n,0.028865969,Pflegen kann jede*r!,"Clinical characteristics, treatment, and prognosis in 89 cases of COVID-19/ 新型冠状病毒肺炎89例临床特征, 治疗及预后分析"
s9qlcamb,3mhmn5v3,0.028877275,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Vital Directions For Health And Health Care: Priorities For 2021
cgaezj48,s9qlcamb,0.028880144,"Effectiveness of E-Training, E-Leadership, and Work Life Balance on Employee Performance during COVID-19",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
ld88mkqa,fxrsgieg,0.028881298,Baseline characteristics associated with clinical improvement and mortality in hospitalized patients with moderate COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
ft3adska,fxrsgieg,0.028881298,548. Baseline characteristics associated with clinical improvement and mortality in hospitalized patients with moderate COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
f7zh9gl8,lvi4n41u,0.028885828,Syndemics in Symbiotic Cities: Pathogenic Policy and the Production of Health Inequity across Borders.,Pflegen kann jede*r!
fhfprber,s9qlcamb,0.028893268,"Two's Company, but Four's a Crowd: The Relationship Among COVID-19 Stress, Household Size, and Life Satisfaction",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
1b3g0ls3,fxrsgieg,0.02889415,"1 Viruses, virulence and pathogenicity",COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,obdaskaa,0.028904162,Pflegen kann jede*r!,Obesity and COVID-19 outcomes: a risk factor that needs attention
3tvycu3g,fxrsgieg,0.02890592,Vaccines for older adults.,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,iavw7nb0,0.028908007,COVID-19: Was Rheumapatienten jetzt wissen sollten,Critical Care Nurses' Transitions out of the Critical Care Specialty AreaA State‐Wide Study
7k3vdqil,fxrsgieg,0.028910741,[Prioritization of geriatric patients in care homes and residential homes in the context of the COVID pandemic],COVID-19: Was Rheumapatienten jetzt wissen sollten
1yfgpofa,fxrsgieg,0.028917564,Premenstrual Symptoms and Work: Exploring Female Staff Experiences and Recommendations for Workplaces,COVID-19: Was Rheumapatienten jetzt wissen sollten
t8xlnt83,fxrsgieg,0.028918872,Prospective cohort study of workers diagnosed with COVID‐19 and subsequent unemployment,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,57cli8i3,0.028923836,COVID-19: Was Rheumapatienten jetzt wissen sollten,Renegotiation in Debt Chains
lvi4n41u,5nbut4qm,0.028924046,Pflegen kann jede*r!,Uncovering the socioeconomic structure of spatial and social interactions in cities
oxciawty,fxrsgieg,0.028936066,Patient notification about suspected hospital-associated outbreaks of invasive mold infections: Considerations for public health and hospital personnel.,COVID-19: Was Rheumapatienten jetzt wissen sollten
5em5bydx,fxrsgieg,0.02893787,Care of haematology patients in a COVID‐19 epidemic,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,o3ohzq9j,0.028945291,COVID-19: Was Rheumapatienten jetzt wissen sollten,Contemporary issues: diseases with a food vector.
lvi4n41u,4oswfuml,0.028946973,Pflegen kann jede*r!,"Children, media, and the clarity of crises in 2020"
s9qlcamb,m5lhn6ah,0.028952476,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,"Errors in Abstract, Results, and End Matter"
e35q79hh,4wcf4z93,0.028959606,Führungskräftecoaching in Zeiten der Krise: Ein ganzheitliches Handlungskonzept und klare Führung stabilisieren Unternehmen in der Covid-19-Krise,Acknowledgement to Referees: Acknowledgement to Referees
fxrsgieg,sbeuewfx,0.02896269,COVID-19: Was Rheumapatienten jetzt wissen sollten,Shiftworking keeps locked-down lab on track
lvi4n41u,awlbyl7t,0.028974881,Pflegen kann jede*r!,P5‐23: Neurological complications of patients with COVID‐19
lvi4n41u,i94z3iq8,0.028979106,Pflegen kann jede*r!,Overview of pathology and laboratory features of covid-19
mherdb4v,daq0a5sg,0.028993286,Lessons for and from COVID‐19 for investors and their advisors,Auf dem weiten Weg zu neuen Therapien bei ILD
lvi4n41u,x7j5iwx7,0.028994547,Pflegen kann jede*r!,Service robots and COVID-19: exploring perceptions of prevention efficacy at hotels in generation Z
4075rtww,fxrsgieg,0.02900422,Highlights from Recent Cancer Literature,COVID-19: Was Rheumapatienten jetzt wissen sollten
4kt6c1ku,s9qlcamb,0.02901407,Quantitative Comparison between Traditional and Intensive Face-to-Face Education through an Organizational Model,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
amoascvu,s9qlcamb,0.02903679,Quarterly picks from the editors,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
bhimxnxq,4ll2rqh3,0.02903974,Serological characteristics of COVID-19 patients.,"Weniger Arbeit, mehr Urlaub"
4e9rqj21,atva6mfp,0.029046597,Immunophenotyping for Risk Stratification of Patients with COVID-19,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
z2ulnfop,oc5zqt5o,0.02904738,Fakten auf einen Blick,COVID-19's extraordinary impact on couples and families
fxrsgieg,1riprk86,0.029048879,COVID-19: Was Rheumapatienten jetzt wissen sollten,A review on microbial contaminants in stormwater runoff and outfalls: Potential health risks and mitigation strategies
s9qlcamb,wurtrayz,0.029056046,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Health sources: Reviewing the news
6toor3nc,lvi4n41u,0.029061623,Abstracts of poster sessions,Pflegen kann jede*r!
bhimxnxq,avobcnzk,0.02906643,Serological characteristics of COVID-19 patients.,Neue Impfempfehlungen - auch zu COVID-19
uqswsj1s,fxrsgieg,0.029069796,Facilitating COVID-19 Vaccination Among Caregivers of Children With Medical Complexity,COVID-19: Was Rheumapatienten jetzt wissen sollten
jbv80qp7,z2ulnfop,0.02906992,Covid-19 vaccination: Logistical challenges in primary care,Fakten auf einen Blick
fxrsgieg,337tetsc,0.029071303,COVID-19: Was Rheumapatienten jetzt wissen sollten,It Takes a Village: Expanding Women’s Cardiovascular Care to Include the Community as well as Cardiovascular and Primary Care Teams
7s2ks6ty,fxrsgieg,0.02907214,COVID‐19 and mental health of primary school children: Comparison of 2019 and 2020,COVID-19: Was Rheumapatienten jetzt wissen sollten
821dzl7j,fxrsgieg,0.029073177,Evaluation Findings and Policy Suggestions,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,4dg9eml5,0.029076956,Pflegen kann jede*r!,[Commercial airline routes and international distribution of COVID-19].
8lmowk71,s9qlcamb,0.029078346,The influence of peer institutions on colleges’ decisions: Evidence from fall 2020 reopening plans,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
s0fp9ctt,fxrsgieg,0.029088572,Therapeutic antibodies for infectious diseases,COVID-19: Was Rheumapatienten jetzt wissen sollten
s9qlcamb,xosgprae,0.02909063,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,On Assessing the Temporal Characteristics of Reaching the Milestone by a Swarm
fxrsgieg,n4hah55q,0.02909381,COVID-19: Was Rheumapatienten jetzt wissen sollten,Covid-19 and Vulnerable Families Living in Rural Locations: Building a System for Recovery
s9qlcamb,gk2398zz,0.029094681,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,A First Set of Conclusions
s9qlcamb,1pkoa6u3,0.02910069,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,"Job crafting, meaningful work and performance: a moderated mediation approach of presenteeism"
zmqh2vx1,fxrsgieg,0.029106168,"Engaged Women’s Relationships, Weddings, and Mental Health During Covid-19",COVID-19: Was Rheumapatienten jetzt wissen sollten
ztyqjdit,fxrsgieg,0.029110478,Diagnostic Modalities in Critical Care: Point-of-Care Approach,COVID-19: Was Rheumapatienten jetzt wissen sollten
s9qlcamb,ugenpagq,0.02911146,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Exploring the representativeness of the M5 competition data
z2ulnfop,pesvr65u,0.029119818,Fakten auf einen Blick,Implications of the 2020 Election for U.S. Health Policy
gt3wrkcb,fxrsgieg,0.02913053,Creating information resources and trainings for farmworker-serving community health workers,COVID-19: Was Rheumapatienten jetzt wissen sollten
eptz0lg3,lvi4n41u,0.029134264,The Impact of COVID-19 on Vulnerable Populations and Implications for Children and Health Care Policy,Pflegen kann jede*r!
w8974vch,lvi4n41u,0.029134264,The Impact of COVID-19 on Vulnerable Populations and Implications for Children and Health Care Policy.,Pflegen kann jede*r!
ic3h3cp4,fxrsgieg,0.029136416,Point-of-Care Ultrasound in the Evaluation of COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
s484g3sx,ewl63b2i,0.029143726,Der optimale Blutdruck nach einem Schlaganfall,Manufacturing Workers and Employers
3e1tb64o,pez6to2e,0.029147804,Germplasm Acquisition and Distribution by CGIAR Genebanks,Infektionsschutz: Wenn gegen Regeln verstoßen wird
bq0qwfsj,fxrsgieg,0.029148003,"COVID-19: Current understanding of its Pathophysiology, Clinical presentation and Treatment",COVID-19: Was Rheumapatienten jetzt wissen sollten
bt87kai8,e69c9wyw,0.029150622,The kidney and COVID-19 patients – important considerations,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,m3bta8o9,0.029152496,Pflegen kann jede*r!,Exploring nurses’ experiences of psychological distress during care of patients with COVID-19: a qualitative study
gftu9n8v,lvi4n41u,0.029155627,Occupational Health and Safety Scope Significance in Achieving Sustainability,Pflegen kann jede*r!
lvi4n41u,ccru6y78,0.02916738,Pflegen kann jede*r!,Laboratory Testing Implications of Risk-Stratification and Management for Improving Clinical Outcomes of COVID-19 Patients
lvi4n41u,b3k1gge3,0.029170515,Pflegen kann jede*r!,Research outside the laboratory: Longitudinal at-home neurostimulation.
k1ezr45q,fxrsgieg,0.029175956,Airborne transmission pathway for coastal water pollution,COVID-19: Was Rheumapatienten jetzt wissen sollten
1bnehmc5,fxrsgieg,0.029181436,Oncology patients’ perceptions of and experiences with COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
13jj4aks,4wcf4z93,0.029183932,Von der Geschichtsphilosophie zur Formalpragmatik: Zur Geschichte und Gegenwart Kritischer Theorie,Acknowledgement to Referees: Acknowledgement to Referees
mapmeugl,fxrsgieg,0.029189888,Improvement Healthcare Projects: Meeting Healthcare and Technology Challenges,COVID-19: Was Rheumapatienten jetzt wissen sollten
56ghydos,s9qlcamb,0.029192515,Methods in a Time of Crisis,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,ewo74ui2,0.02920229,Pflegen kann jede*r!,365 Dots in 2019: Quantifying Attention of News Sources
gru34leu,fxrsgieg,0.029202867,The Vaccination Concerns in COVID-19 Scale (VaCCS): Development and validation,COVID-19: Was Rheumapatienten jetzt wissen sollten
1ldtojz9,fxrsgieg,0.02920609,Immunological lessons from genome-wide association studies of infections.,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,oyz4yhwk,0.029213365,COVID-19: Was Rheumapatienten jetzt wissen sollten,Tourism Challenges amid COVID-19
xavyz21u,e69c9wyw,0.029215895,Interim Guidance: healthcare workers and employers,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
fxrsgieg,xzrhq8oe,0.029216155,COVID-19: Was Rheumapatienten jetzt wissen sollten,Medical student engagement during COVID-19: Lessons learned and areas for improvement
fxrsgieg,uyurkt0i,0.029217733,COVID-19: Was Rheumapatienten jetzt wissen sollten,The clinical and computed tomography findings of patients with COVID-19
r8cvlefh,fxrsgieg,0.029223973,COVID-19 in Patients with Primary Immunodeficiency,COVID-19: Was Rheumapatienten jetzt wissen sollten
xvo5zifo,fxrsgieg,0.029226054,Predictive factors of clinical outcomes in patients with COVID-19 treated with tocilizumab: A monocentric retrospective analysis,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,kh1agr1u,0.029234596,COVID-19: Was Rheumapatienten jetzt wissen sollten,"COVID-19, Technology and Family Dispute Resolution"
pid7vzar,s9qlcamb,0.02924073,Two Challenges from Globalization,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
i94z3iq8,fxrsgieg,0.029241141,Overview of pathology and laboratory features of covid-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
rg4o7t7l,fxrsgieg,0.029246211,Outcomes of COVID-19 and risk factors in patients with cancer - a cohort study (preprint),COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,uxsga014,0.029260177,Pflegen kann jede*r!,Global strategies and local implementation of health and health-related SDGs: lessons from consultation in countries across five regions
lvi4n41u,xhu84cs6,0.029263442,Pflegen kann jede*r!,The future of Dental Public Health
4t2i53ri,fxrsgieg,0.029273402,No reduction in assaults on nurses,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,a7qghub5,0.029288787,Pflegen kann jede*r!,Public health shapes student pharmacists
hbdsy4ro,fxrsgieg,0.029294623,Evaluation of the efficacy of arbidol in comparison with the standard treatment regimen of hospitalized patients with COVID-19: A randomized clinical trial,COVID-19: Was Rheumapatienten jetzt wissen sollten
1gpx2iwf,s9qlcamb,0.029300956,COVID-19 Disproportionately Impacts Students in High-Risk Populations,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,mbgvwmf6,0.029307658,Pflegen kann jede*r!,"Network typology, information sources, and messages of the infodemic twitter network under COVID‐19"
lvi4n41u,pnlfri3m,0.029313298,Pflegen kann jede*r!,Leadership through the eyes of a public health professional: A journey of 43 years
cibh5yvz,fxrsgieg,0.0293138,Selected Research Issues of Urban Public Health,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,nmwqxhc8,0.02932023,Pflegen kann jede*r!,Health policy and leadership models during the COVID-19 pandemic: A review
3w639e5p,fxrsgieg,0.029328955,Risk factors of transmission of Coronavirus Disease 2019 (COVID-19) in children: a review,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,jyxd4j34,0.029332256,Pflegen kann jede*r!,The Combined Effects of Television Viewing and Physical Activity on Cardiometabolic Risk Factors: The Kardiovize Study
bpbwwm7f,s9qlcamb,0.02933488,"We Can't Touch Each Other, But We Can Still Touch Lives",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
45h2k86r,s9qlcamb,0.029339142,"Covid-19, Financial Risk and the Airline Industry",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
grrq635x,fxrsgieg,0.02934475,Recent Advances in MXene Nanocomposite-Based Biosensors,COVID-19: Was Rheumapatienten jetzt wissen sollten
zkdpw1q1,lvi4n41u,0.029351994,"Rheumatology Fellowship Recruitment in 2020: Benefits, Challenges, and Adaptations",Pflegen kann jede*r!
jiikbple,fxrsgieg,0.02935269,Unifying Efforts to Rebound Operational Excellence and Export Competitiveness,COVID-19: Was Rheumapatienten jetzt wissen sollten
uy9qike4,fxrsgieg,0.02935496,Important Considerations for COVID-19 Vaccination of Children With Developmental Disabilities.,COVID-19: Was Rheumapatienten jetzt wissen sollten
uzs39gx1,lvi4n41u,0.02936101,Care for caregivers- a mission for primary care,Pflegen kann jede*r!
fxqvwju5,fxrsgieg,0.029363964,Water environment and recent advances in pollution control technologies,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,5vdz78a5,0.029367235,Pflegen kann jede*r!,Multisolving Innovations For Climate And Health: Message Framing To Achieve Broad Public Support
3issfqqa,fxrsgieg,0.029370345,International Sharing of the Remote Laboratory NetLab,COVID-19: Was Rheumapatienten jetzt wissen sollten
30t1uyip,fxrsgieg,0.02937356,"Feasibility, Acceptability, and Performance of a Continuous Temperature Monitor in Older Adults and Staff in Congregate-Living Facilities",COVID-19: Was Rheumapatienten jetzt wissen sollten
5mu0p5ra,fxrsgieg,0.029379038,Organizational culture influences health care workers' influenza immunization behavior.,COVID-19: Was Rheumapatienten jetzt wissen sollten
m5kl3c3g,fxrsgieg,0.029380437,Analysis of approaches and principles to the formation of key risk indicators in construction,COVID-19: Was Rheumapatienten jetzt wissen sollten
r53hrkm4,s9qlcamb,0.029382061,Tertiarization of the Economy and its Trade Policy Implications,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
foucabzy,s9qlcamb,0.0293854,Assessment and evaluation with clarifying purposes for policy and practice,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
4b26e0y2,fxrsgieg,0.029394723,COVID-19 in health-care workers: Testing and outcomes at a Victorian tertiary children's hospital,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,j7qlj7qv,0.029394723,COVID-19: Was Rheumapatienten jetzt wissen sollten,COVID-19 in health-care workers: Testing and outcomes at a Victorian tertiary children's hospital.
5debm6co,lvi4n41u,0.029403627,Navigating uncharted waters,Pflegen kann jede*r!
p56s6slk,fxrsgieg,0.029408764,Factors Associated with Mortality in Hospitalized Older Adults with COVID-19: A Large Retrospective Cohort Study,COVID-19: Was Rheumapatienten jetzt wissen sollten
8615p7xh,c2io6utd,0.029411573,Rentenpolitik ist nicht nachhaltig,Employment Consequences of COVID-19 for People with Disabilities and Employers
g4rjivdo,s9qlcamb,0.029414112,Emerging ideas on changes to 'under our care',Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,1953w02l,0.029422257,COVID-19: Was Rheumapatienten jetzt wissen sollten,Key Characteristics of Cardiovascular Toxicants
lvi4n41u,eiu3txsy,0.029426804,Pflegen kann jede*r!,Impacts of the Covid‐19 pandemic on the health of university students
lvi4n41u,ceaq02lb,0.029429942,Pflegen kann jede*r!,Physicians’ Role in the COVID-19 Infodemic: A Reflection
2bvnff3t,s9qlcamb,0.02943588,Is Sjogren's syndrome a confounding factor in COVID-19?,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
dsw84ckf,s9qlcamb,0.029442508,2020 - A Significant Year for Nursing,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
z2ulnfop,vp459s2g,0.029450959,Fakten auf einen Blick,Community Health Workers And COVID-19.
lvi4n41u,kmihc628,0.029451031,Pflegen kann jede*r!,Online Education Experiences of the Students Studying in Health Care Departments during the Covid-19 Pandemic
zdfb6bt4,fxrsgieg,0.029474387,Pandemic shapes pharmacy residents' experiences.,COVID-19: Was Rheumapatienten jetzt wissen sollten
3p6okdc7,s9qlcamb,0.029475657,Factor Uniqueness of the Structural Parafac Model.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
7rsv9lwd,e69c9wyw,0.029479789,Highlights of genetic programming 2020 events,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
s9qlcamb,x25c37fg,0.029483326,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,750 Paddling into danger - Key lessons for a summertime
lvi4n41u,imhe98s3,0.0294923,Pflegen kann jede*r!,A risk assessment model of WSMC projects under emergencies
3p6okdc7,fxrsgieg,0.029493654,Factor Uniqueness of the Structural Parafac Model.,COVID-19: Was Rheumapatienten jetzt wissen sollten
p81l6zvz,om8ztm54,0.029495366,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Public health significance of neuroticism.
0aaqn59w,4wcf4z93,0.029501181,Vitale Wege zum Wandel,Acknowledgement to Referees: Acknowledgement to Referees
lliik8ot,s9qlcamb,0.02950121,COVID-19 across Countries: Situation and Lessons for Pandemic control,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,3cnp3snn,0.029504715,COVID-19: Was Rheumapatienten jetzt wissen sollten,Modeling the Heterogeneity of Dengue Transmission in a City
jjw3rmx6,mherdb4v,0.029508151,EIN PROJEKTKURZBERICHT ZUR DYNAMISCHEN PULSREAKTION IN COVID-19-PANDEMIE-ZEITEN: IMON/EATCM FÖRDERTE 2019/2020 ALS HAUPTSPONSOR RAC-FORSCHUNG,Lessons for and from COVID‐19 for investors and their advisors
jlfobbjr,fxrsgieg,0.029514406,Safety and efficiency of COVID-19 vaccination during pregnancy and breastfeeding,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,uczabbwe,0.029523693,COVID-19: Was Rheumapatienten jetzt wissen sollten,Chapter 3 - Zoonotic infections
p81l6zvz,foucabzy,0.029530074,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Assessment and evaluation with clarifying purposes for policy and practice
td4prw2k,atva6mfp,0.02953248,Should we be concerned about COVID‐19 with nonhuman primates?,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
s9qlcamb,gnt01g84,0.029545387,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,How the Middle East is facing COVID-19
4p7acvh2,e69c9wyw,0.029547052,"Vulnerability of patient, families and carers in a climate of COVID-19",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
fxrsgieg,yg296e6q,0.029549751,COVID-19: Was Rheumapatienten jetzt wissen sollten,Counseling patients with COVID-19: An experience at dedicated COVID-19 hospital
lvi4n41u,z9ga2p6i,0.029559847,Pflegen kann jede*r!,Concerns and Care for Health Care Colleagues during the COVID-19 Pandemic.
x64c1ico,4wcf4z93,0.02956332,Herramientas de prevención en las unidades de endoscopia digestiva en época de pandemia,Acknowledgement to Referees: Acknowledgement to Referees
h2pk4wdv,s9qlcamb,0.02957066,Development of research on COVID-19 by the World Scientific Community in the first half of 2020,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
citynr6c,fxrsgieg,0.029588588,Epidemiology of Disease in the Tropics,COVID-19: Was Rheumapatienten jetzt wissen sollten
t8rgow8k,fxrsgieg,0.029590836,Therapeutic Approach for COVID-19 – Clinical Challenges and Implementation,COVID-19: Was Rheumapatienten jetzt wissen sollten
vemybwad,fxrsgieg,0.02959332,Risk factors for COVID-19 infection in patients with multiple sclerosis: a nested case–control study,COVID-19: Was Rheumapatienten jetzt wissen sollten
x9yn6qvv,e69c9wyw,0.02959376,Infectious Diseases and Microbiological Threats,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,g2sgnvb1,0.029596284,Pflegen kann jede*r!,COVID-19 and Its Impacts on Global Economic Spheres
vur1c2nf,9sx519zf,0.029600188,Communicating With Patients and Families During COVID-19,Welche Schutzmaske schutzt vor COVID-19? Was ist evidenzbasiert?
bjo6hun1,fe82q2o1,0.029600594,Scientists' lanes and headwinds.,Pflegedienstleiter in einer besonderen Zeit
fxrsgieg,5p1khvua,0.029605959,COVID-19: Was Rheumapatienten jetzt wissen sollten,Influence of Wind Speed on COVID-19 Transmission in Polluted Cities
80lfpe7f,lvi4n41u,0.029614152,Parental burnout: Moving the focus from children to parents.,Pflegen kann jede*r!
p81l6zvz,h7gbs2sg,0.029625356,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Legal & regulatory issues.
dbw2ydy0,lvi4n41u,0.029629476,COVID-19 transmission events in school staff in a Brazilian prospective-cohort,Pflegen kann jede*r!
fxrsgieg,5s10dcku,0.02963559,COVID-19: Was Rheumapatienten jetzt wissen sollten,Spontaneous Pneumomediastinum in Patients With COVID-19: A Case Series of Four Patients
fxrsgieg,4qx1261b,0.02963559,COVID-19: Was Rheumapatienten jetzt wissen sollten,Spontaneous Pneumomediastinum in Patients With COVID-19: A Case Series of Four Patients()
oc4cv29f,atva6mfp,0.029639702,The influence of COVID-19 on medical students memories,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
ovguc1at,lvi4n41u,0.029644161,Experience with in-action reviewing at points of entry,Pflegen kann jede*r!
pywwxyfz,fxrsgieg,0.029645082,COVID-19 pandemic: Its impact on the existence of business actors in traditional markets,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,ubwr5m24,0.029645788,Pflegen kann jede*r!,Post-COVID Challenges and Opportunities in the Education Sector
p81l6zvz,l3tavujs,0.029647425,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,"Demystifying COVID-19 publications: institutions, journals, concepts, and topics"
5kz5hk99,lvi4n41u,0.02966085,COVID-19 Response Efforts of Washington State Public Health Laboratory: Lessons Learned,Pflegen kann jede*r!
7t6d758o,s9qlcamb,0.02966248,Quantifying Adaptability of College Campus Buildings,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
atva6mfp,6ct4swpm,0.029662948,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur,Time to rethink our lives and businesses
